dataset,primary_label,competitor,best_test_metric,rank
Brazilian_houses,approx_normal,trompt|0.8_0.15_0.05|encoding,0.11065779031631127,4
Brazilian_houses,approx_normal,trompt|0.8_0.15_0.05|columnwise,0.1109125974066268,5
Brazilian_houses,approx_normal,trompt|0.8_0.15_0.05|decoding,1.017486572265625,99
Brazilian_houses,approx_normal,scarf|0.05_0.15_0.8|start,0.37472298741340637,70
Brazilian_houses,approx_normal,scarf|0.05_0.15_0.8|materialize,0.4999047517776489,79
Brazilian_houses,approx_normal,scarf|0.05_0.15_0.8|encoding,0.45941823720932007,76
Brazilian_houses,approx_normal,scarf|0.05_0.15_0.8|columnwise,0.42484375834465027,75
Brazilian_houses,approx_normal,scarf|0.05_0.15_0.8|decoding,0.5003107190132141,80
Brazilian_houses,approx_normal,subtab|0.05_0.15_0.8|start,0.3311367838382911,64
Brazilian_houses,approx_normal,subtab|0.05_0.15_0.8|materialize,0.32638721797060744,63
Brazilian_houses,approx_normal,subtab|0.05_0.15_0.8|encoding,0.2567333198736187,49
Brazilian_houses,approx_normal,subtab|0.05_0.15_0.8|columnwise,0.24769298374823417,46
Brazilian_houses,approx_normal,subtab|0.05_0.15_0.8|decoding,0.3360407054424286,65
Brazilian_houses,approx_normal,fttransformer|0.8_0.15_0.05|start,0.253932907465746,47
Brazilian_houses,approx_normal,fttransformer|0.8_0.15_0.05|materialize,0.2577210466419704,50
Brazilian_houses,approx_normal,fttransformer|0.8_0.15_0.05|encoding,0.20775747682186177,27
Brazilian_houses,approx_normal,fttransformer|0.8_0.15_0.05|columnwise,0.14541398293793198,13
Brazilian_houses,approx_normal,fttransformer|0.8_0.15_0.05|decoding,0.6516450643539429,84
Brazilian_houses,approx_normal,tabnet|0.05_0.15_0.8|start,0.26421577023315374,54
Brazilian_houses,approx_normal,tabnet|0.05_0.15_0.8|materialize,0.24611263354073712,43
Brazilian_houses,approx_normal,tabnet|0.05_0.15_0.8|encoding,1.0030287533039763,96
Brazilian_houses,approx_normal,tabnet|0.05_0.15_0.8|columnwise,1.0035351612866685,97
Brazilian_houses,approx_normal,tabnet|0.05_0.15_0.8|decoding,0.08044787496328354,2
Brazilian_houses,approx_normal,excelformer|0.05_0.15_0.8|start,0.2428356772177999,41
Brazilian_houses,approx_normal,excelformer|0.05_0.15_0.8|materialize,0.23777398850283288,38
Brazilian_houses,approx_normal,excelformer|0.05_0.15_0.8|encoding,0.12121006163472131,8
Brazilian_houses,approx_normal,excelformer|0.05_0.15_0.8|columnwise,0.14270656496423456,11
Brazilian_houses,approx_normal,excelformer|0.05_0.15_0.8|decoding,0.12275858223438263,9
Brazilian_houses,approx_normal,tabm|0.05_0.15_0.8|start,0.2294749766588211,34
Brazilian_houses,approx_normal,tabm|0.05_0.15_0.8|materialize,0.23615460097789764,37
Brazilian_houses,approx_normal,tabm|0.05_0.15_0.8|encoding,0.26174455881118774,53
Brazilian_houses,approx_normal,tabm|0.05_0.15_0.8|columnwise,0.29471448063850403,58
Brazilian_houses,approx_normal,tabm|0.05_0.15_0.8|decoding,0.2544807493686676,48
Brazilian_houses,approx_normal,fttransformer|0.05_0.15_0.8|start,0.48712839978103306,78
Brazilian_houses,approx_normal,fttransformer|0.05_0.15_0.8|materialize,0.47448413279586843,77
Brazilian_houses,approx_normal,fttransformer|0.05_0.15_0.8|encoding,0.17435362495993517,17
Brazilian_houses,approx_normal,fttransformer|0.05_0.15_0.8|columnwise,0.3031466230565201,59
Brazilian_houses,approx_normal,fttransformer|0.05_0.15_0.8|decoding,1.0072016716003418,98
Brazilian_houses,approx_normal,vime|0.8_0.15_0.05|start,0.23949713058083683,40
Brazilian_houses,approx_normal,vime|0.8_0.15_0.05|materialize,0.24302033218071922,42
Brazilian_houses,approx_normal,vime|0.8_0.15_0.05|encoding,0.19286610828740103,24
Brazilian_houses,approx_normal,vime|0.8_0.15_0.05|columnwise,0.18433729027995266,19
Brazilian_houses,approx_normal,vime|0.8_0.15_0.05|decoding,0.2604077798598623,52
Brazilian_houses,approx_normal,tabnet|0.8_0.15_0.05|start,0.2139169121335767,29
Brazilian_houses,approx_normal,tabnet|0.8_0.15_0.05|materialize,0.22129471578893375,32
Brazilian_houses,approx_normal,tabnet|0.8_0.15_0.05|encoding,0.9708604282205526,95
Brazilian_houses,approx_normal,tabnet|0.8_0.15_0.05|columnwise,0.9697790525430743,94
Brazilian_houses,approx_normal,tabnet|0.8_0.15_0.05|decoding,0.06199086830019951,1
Brazilian_houses,approx_normal,scarf|0.8_0.15_0.05|start,0.36889755725860596,69
Brazilian_houses,approx_normal,scarf|0.8_0.15_0.05|materialize,0.38397419452667236,72
Brazilian_houses,approx_normal,scarf|0.8_0.15_0.05|encoding,0.4142371714115143,74
Brazilian_houses,approx_normal,scarf|0.8_0.15_0.05|columnwise,0.3838362395763397,71
Brazilian_houses,approx_normal,scarf|0.8_0.15_0.05|decoding,0.3862408399581909,73
Brazilian_houses,approx_normal,excelformer|0.8_0.15_0.05|start,0.19926904529647405,25
Brazilian_houses,approx_normal,excelformer|0.8_0.15_0.05|materialize,0.18864173766931058,21
Brazilian_houses,approx_normal,excelformer|0.8_0.15_0.05|encoding,0.11411083582068801,6
Brazilian_houses,approx_normal,excelformer|0.8_0.15_0.05|columnwise,0.10830089115037493,3
Brazilian_houses,approx_normal,excelformer|0.8_0.15_0.05|decoding,0.20934081077575684,28
Brazilian_houses,approx_normal,tabtransformer|0.8_0.15_0.05|start,0.645393927103592,83
Brazilian_houses,approx_normal,tabtransformer|0.8_0.15_0.05|materialize,0.637238413304693,81
Brazilian_houses,approx_normal,tabtransformer|0.8_0.15_0.05|encoding,0.7295472968144951,85
Brazilian_houses,approx_normal,tabtransformer|0.8_0.15_0.05|columnwise,0.7405128458468474,86
Brazilian_houses,approx_normal,tabtransformer|0.8_0.15_0.05|decoding,0.7513173222541809,87
Brazilian_houses,approx_normal,tabm|0.8_0.15_0.05|start,0.1874721497297287,20
Brazilian_houses,approx_normal,tabm|0.8_0.15_0.05|materialize,0.19988110661506653,26
Brazilian_houses,approx_normal,tabm|0.8_0.15_0.05|encoding,0.13976235687732697,10
Brazilian_houses,approx_normal,tabm|0.8_0.15_0.05|columnwise,0.22614753246307373,33
Brazilian_houses,approx_normal,tabm|0.8_0.15_0.05|decoding,0.2320118546485901,35
Brazilian_houses,approx_normal,resnet|0.8_0.15_0.05|start,0.21878868850814984,31
Brazilian_houses,approx_normal,resnet|0.8_0.15_0.05|materialize,0.217879607317693,30
Brazilian_houses,approx_normal,resnet|0.8_0.15_0.05|encoding,0.1207777946639193,7
Brazilian_houses,approx_normal,resnet|0.8_0.15_0.05|columnwise,0.14441183673029764,12
Brazilian_houses,approx_normal,resnet|0.8_0.15_0.05|decoding,0.7683457732200623,88
Brazilian_houses,approx_normal,subtab|0.8_0.15_0.05|start,0.29455988702231106,57
Brazilian_houses,approx_normal,subtab|0.8_0.15_0.05|materialize,0.30422100491942367,60
Brazilian_houses,approx_normal,subtab|0.8_0.15_0.05|encoding,0.23570981799786703,36
Brazilian_houses,approx_normal,subtab|0.8_0.15_0.05|columnwise,0.2379594684896959,39
Brazilian_houses,approx_normal,subtab|0.8_0.15_0.05|decoding,0.34178146719932556,66
Brazilian_houses,approx_normal,vime|0.05_0.15_0.8|start,0.3479994436414649,68
Brazilian_houses,approx_normal,vime|0.05_0.15_0.8|materialize,0.34232410848711503,67
Brazilian_houses,approx_normal,vime|0.05_0.15_0.8|encoding,0.31371164554840636,62
Brazilian_houses,approx_normal,vime|0.05_0.15_0.8|columnwise,0.3077204649850763,61
Brazilian_houses,approx_normal,vime|0.05_0.15_0.8|decoding,0.26808142837096216,56
Brazilian_houses,approx_normal,tabtransformer|0.05_0.15_0.8|start,0.8591936093412385,90
Brazilian_houses,approx_normal,tabtransformer|0.05_0.15_0.8|materialize,0.8675143682625656,91
Brazilian_houses,approx_normal,tabtransformer|0.05_0.15_0.8|encoding,0.8879390839268376,93
Brazilian_houses,approx_normal,tabtransformer|0.05_0.15_0.8|columnwise,0.8879291155184255,92
Brazilian_houses,approx_normal,tabtransformer|0.05_0.15_0.8|decoding,0.7904961109161377,89
SGEMM_GPU_kernel_performance,multimodal,trompt|0.05_0.15_0.8|start,0.037113534543668975,25
SGEMM_GPU_kernel_performance,multimodal,trompt|0.05_0.15_0.8|materialize,0.13436269648359508,51
SGEMM_GPU_kernel_performance,multimodal,trompt|0.05_0.15_0.8|encoding,0.01947525909756699,10
SGEMM_GPU_kernel_performance,multimodal,trompt|0.05_0.15_0.8|columnwise,0.019027838442689092,9
SGEMM_GPU_kernel_performance,multimodal,trompt|0.05_0.15_0.8|decoding,1.0024455785751343,95
SGEMM_GPU_kernel_performance,multimodal,resnet|0.05_0.15_0.8|start,0.07673909745397617,32
SGEMM_GPU_kernel_performance,multimodal,resnet|0.05_0.15_0.8|materialize,0.1464900905765635,52
SGEMM_GPU_kernel_performance,multimodal,resnet|0.05_0.15_0.8|encoding,0.021109216646850663,13
SGEMM_GPU_kernel_performance,multimodal,resnet|0.05_0.15_0.8|columnwise,0.05149923140264194,27
SGEMM_GPU_kernel_performance,multimodal,resnet|0.05_0.15_0.8|decoding,1.3232330083847046,97
SGEMM_GPU_kernel_performance,multimodal,trompt|0.8_0.15_0.05|start,0.0228854648246911,15
SGEMM_GPU_kernel_performance,multimodal,trompt|0.8_0.15_0.05|materialize,0.08310312801251772,34
SGEMM_GPU_kernel_performance,multimodal,trompt|0.8_0.15_0.05|encoding,0.015141189880058008,2
SGEMM_GPU_kernel_performance,multimodal,trompt|0.8_0.15_0.05|columnwise,0.015393227096886583,3
SGEMM_GPU_kernel_performance,multimodal,trompt|0.8_0.15_0.05|decoding,1.0020830631256104,94
SGEMM_GPU_kernel_performance,multimodal,scarf|0.05_0.15_0.8|start,0.1583968698978424,56
SGEMM_GPU_kernel_performance,multimodal,scarf|0.05_0.15_0.8|materialize,0.1639198511838913,61
SGEMM_GPU_kernel_performance,multimodal,scarf|0.05_0.15_0.8|encoding,0.17616882920265198,67
SGEMM_GPU_kernel_performance,multimodal,scarf|0.05_0.15_0.8|columnwise,0.12129048258066177,44
SGEMM_GPU_kernel_performance,multimodal,scarf|0.05_0.15_0.8|decoding,0.2449159026145935,75
SGEMM_GPU_kernel_performance,multimodal,subtab|0.05_0.15_0.8|start,0.2501177705536424,76
SGEMM_GPU_kernel_performance,multimodal,subtab|0.05_0.15_0.8|materialize,0.25030273785333784,77
SGEMM_GPU_kernel_performance,multimodal,subtab|0.05_0.15_0.8|encoding,0.2132768009338312,73
SGEMM_GPU_kernel_performance,multimodal,subtab|0.05_0.15_0.8|columnwise,0.20903524133570064,71
SGEMM_GPU_kernel_performance,multimodal,subtab|0.05_0.15_0.8|decoding,0.26474231481552124,80
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.8_0.15_0.05|start,0.07914119775325715,33
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.8_0.15_0.05|materialize,0.15587688242548825,53
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.8_0.15_0.05|encoding,1.0716470904265443,96
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.8_0.15_0.05|columnwise,0.11982982267972088,43
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.8_0.15_0.05|decoding,0.1596790850162506,57
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.05_0.15_0.8|start,0.054081488234968306,28
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.05_0.15_0.8|materialize,0.13298607451139877,48
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.05_0.15_0.8|encoding,1.0020693587018055,92
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.05_0.15_0.8|columnwise,1.0015289420042028,90
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.05_0.15_0.8|decoding,0.029450953006744385,19
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.05_0.15_0.8|start,0.03116058245151368,21
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.05_0.15_0.8|materialize,0.019962820698651365,11
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.05_0.15_0.8|encoding,0.01568328336038013,5
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.05_0.15_0.8|columnwise,0.016023195290408805,6
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.05_0.15_0.8|decoding,0.11454299837350845,42
SGEMM_GPU_kernel_performance,multimodal,tabm|0.05_0.15_0.8|start,0.054081488234968306,28
SGEMM_GPU_kernel_performance,multimodal,tabm|0.05_0.15_0.8|materialize,0.13298607451139877,48
SGEMM_GPU_kernel_performance,multimodal,tabm|0.05_0.15_0.8|encoding,1.0020693587018055,92
SGEMM_GPU_kernel_performance,multimodal,tabm|0.05_0.15_0.8|columnwise,1.0015289420042028,90
SGEMM_GPU_kernel_performance,multimodal,tabm|0.05_0.15_0.8|decoding,0.029450953006744385,19
